General : Start date,"2/12/2018 8:56 AM"
General : End date,"2/12/2018 8:58 AM"
Test : Rate 1,"6.00000",mm/min
Specimen properties : Length,"57.20000",mm
Specimen properties : Thickness,"6.60000",mm
Specimen properties : Width,"12.92000",mm
Specimen properties : Area,"85.27200",mm^2

Time,Extension,Load,Tensile strain (Extension),Strain 1
(s),(mm),(N),(%),(%)
"46.70000","4.67015","25002.40430","8.16459","3.79371"
"46.80000","4.68018","25011.72070","8.18213","3.80997"
"46.90000","4.69023","25017.48242","8.19970","3.82658"
"47.00000","4.70018","25020.31055","8.21710","3.84308"
"47.10000","4.71011","25026.39648","8.23446","3.85911"
"47.20000","4.72014","25032.61914","8.25199","3.87608"
"47.30000","4.73014","25038.98828","8.26948","3.89199"
"47.40000","4.74017","25045.31055","8.28702","3.90837"
"47.50000","4.75023","25050.03516","8.30459","3.92505"
"47.60000","4.76023","25053.24805","8.32208","3.94135"
"47.70000","4.77018","25058.70703","8.33948","3.95747"
"47.80000","4.78016","25065.46094","8.35693","3.97346"
"47.90000","4.79024","25071.09375","8.37455","3.99032"
"48.00000","4.80022","25074.67773","8.39200","4.00641"
"48.10000","4.81017","25081.80469","8.40940","4.02239"
"48.20000","4.82018","25087.04297","8.42688","4.03918"
"48.30000","4.83016","25091.73828","8.44433","4.05506"
"48.40000","4.84016","25098.04297","8.46182","4.07183"
"48.50000","4.85019","25105.27148","8.47935","4.08797"
"48.60000","4.86019","25110.17383","8.49684","4.10387"
"48.70000","4.87015","25114.95312","8.51424","4.12058"
"48.80000","4.88015","25121.45312","8.53173","4.13728"
"48.90000","4.89018","25126.65625","8.54926","4.15334"
"49.00000","4.90016","25131.97266","8.56671","4.16980"
"49.10000","4.91014","25138.34180","8.58416","4.18643"
"49.20000","4.92022","25143.19141","8.60178","4.20406"
"49.30000","4.93022","25147.15430","8.61927","4.22058"
"49.40000","4.94015","25151.37500","8.63662","4.23685"
"49.50000","4.95018","25158.73242","8.65415","4.25305"
"49.60000","4.96026","25163.99609","8.67178","4.26920"
"49.70000","4.97023","25167.58398","8.68922","4.28555"
"49.80000","4.98019","25173.09180","8.70662","4.30220"
"49.90000","4.99022","25180.28711","8.72416","4.31839"
"50.00000","5.00020","25185.08203","8.74160","4.33490"
"50.10000","5.01015","25189.38477","8.75900","4.35092"
"50.20000","5.02020","25195.16406","8.77658","4.36756"
"50.30000","5.03023","25199.69336","8.79411","4.38339"
"50.40000","5.04016","25204.21094","8.81147","4.40022"
"50.50000","5.05016","25208.59570","8.82896","4.41655"
"50.60000","5.06019","25213.44336","8.84649","4.43300"
"50.70000","5.07017","25218.67188","8.86394","4.44910"
"50.80000","5.08015","25225.13477","8.88138","4.46630"
"50.90000","5.09020","25230.74805","8.89896","4.48200"
"51.00000","5.10023","25235.00977","8.91649","4.49882"
"51.10000","5.11014","25237.65039","8.93380","4.51542"
"51.20000","5.12009","25245.68164","8.95121","4.53153"
"51.30000","5.13017","25251.31445","8.96883","4.54806"
"51.40000","5.14020","25257.01172","8.98636","4.56433"
"51.50000","5.15020","25261.42578","9.00385","4.58091"
"51.60000","5.16023","25265.77930","9.02138","4.59759"
"51.70000","5.17018","25269.79102","9.03878","4.61438"
"51.80000","5.18016","25273.52930","9.05623","4.63078"
"51.90000","5.19024","25279.12500","9.07385","4.64740"
"52.00000","5.20025","25283.63477","9.09134","4.66381"
"52.10000","5.21017","25286.95508","9.10870","4.67996"
"52.20000","5.22015","25292.22070","9.12614","4.69669"
"52.30000","5.23018","25296.61719","9.14367","4.71313"
"52.40000","5.24019","25301.08398","9.16116","4.72929"
"52.50000","5.25014","25307.97656","9.17856","4.74589"
"52.60000","5.26022","25314.66992","9.19619","4.76225"
"52.70000","5.27020","25317.67188","9.21363","4.77843"
"52.80000","5.28015","25320.59766","9.23103","4.79541"
"52.90000","5.29015","25326.77930","9.24852","4.81177"
"53.00000","5.30021","25332.93164","9.26610","4.82850"
"53.10000","5.31019","25337.76367","9.28354","4.84471"
"53.20000","5.32022","25342.09570","9.30108","4.86162"
"53.30000","5.33024","25346.45703","9.31861","4.87824"
"53.40000","5.34015","25350.01562","9.33592","4.89494"
"53.50000","5.35010","25355.58008","9.35332","4.91154"
"53.60000","5.36021","25360.84570","9.37099","4.92801"
"53.70000","5.37029","25363.17773","9.38861","4.94496"
"53.80000","5.38019","25365.32227","9.40592","4.96138"
"53.90000","5.39012","25370.00977","9.42328","4.97751"
"54.00000","5.40017","25375.91211","9.44086","4.99392"
"54.10000","5.41017","25381.16211","9.45835","5.01004"
"54.20000","5.42015","25385.92578","9.47579","5.02684"
"54.30000","5.43023","25392.49023","9.49341","5.04359"
"54.40000","5.44021","25396.17773","9.51086","5.06006"
"54.50000","5.45016","25399.39844","9.52826","5.07692"
"54.60000","5.46017","25405.10938","9.54575","5.09303"
"54.70000","5.47020","25410.16992","9.56328","5.10952"
"54.80000","5.48018","25414.59570","9.58073","5.12662"
"54.90000","5.49020","25419.38477","9.59826","5.14342"
"55.00000","5.50021","25422.42773","9.61575","5.15986"
"55.10000","5.51014","25424.62891","9.63311","5.17669"
"55.20000","5.52011","25429.70703","9.65055","5.19297"
"55.30000","5.53019","25435.89258","9.66817","5.20987"
"55.40000","5.54025","25439.21680","9.68575","5.22622"
"55.50000","5.55020","25440.88867","9.70315","5.24315"
"55.60000","5.56021","25445.81055","9.72064","5.25991"
"55.70000","5.57023","25451.48047","9.73817","5.27634"
"55.80000","5.58021","25454.70898","9.75562","5.29306"
"55.90000","5.59022","25459.52148","9.77311","5.30974"
"56.00000","5.60025","25464.29297","9.79064","5.32649"
"56.10000","5.61020","25468.08984","9.80804","5.34286"
"56.20000","5.62013","25472.57227","9.82540","5.35962"
"56.30000","5.63018","25477.52344","9.84297","5.37652"
"56.40000","5.64024","25481.44727","9.86055","5.39343"
"56.50000","5.65019","25483.95117","9.87795","5.41020"
"56.60000","5.66014","25488.60352","9.89535","5.42688"
"56.70000","5.67017","25492.94922","9.91289","5.44346"
"56.80000","5.68015","25494.66992","9.93033","5.46016"
"56.90000","5.69010","25499.22852","9.94773","5.47727"
"57.00000","5.70018","25505.47070","9.96535","5.49413"
"57.10000","5.71021","25508.88867","9.98289","5.51067"
"57.20000","5.72017","25510.46094","10.00029","5.52771"
"57.30000","5.73014","25514.75977","10.01773","5.54456"
"57.40000","5.74017","25521.36133","10.03527","5.56093"
"57.50000","5.75018","25525.12500","10.05275","5.57808"
"57.60000","5.76020","25529.54883","10.07029","5.59499"
"57.70000","5.77026","25532.54883","10.08787","5.61153"
"57.80000","5.78024","25535.11328","10.10531","5.62853"
"57.90000","5.79014","25538.52148","10.12262","5.64571"
"58.00000","5.80017","25543.86523","10.14016","5.66220"
"58.10000","5.81022","25547.33789","10.15773","5.67926"
"58.20000","5.82020","25549.60938","10.17518","5.69636"
"58.30000","5.83018","25554.25781","10.19262","5.71300"
"58.40000","5.84021","25556.87109","10.21016","5.73015"
"58.50000","5.85019","25558.14062","10.22760","5.74701"
"58.60000","5.86014","25563.39844","10.24500","5.76362"
"58.70000","5.87020","25569.53711","10.26258","5.78042"
"58.80000","5.88020","25574.32617","10.28007","5.79729"
"58.90000","5.89015","25576.52539","10.29747","5.81426"
"59.00000","5.90016","25580.81445","10.31496","5.83117"
"59.10000","5.91016","25584.73438","10.33245","5.84867"
"59.20000","5.92011","25587.60547","10.34985","5.86594"
"59.30000","5.93014","25592.68555","10.36738","5.88285"
"59.40000","5.94025","25596.04102","10.38505","5.89963"
"59.50000","5.95023","25597.77734","10.40249","5.91667"
"59.60000","5.96015","25600.05469","10.41985","5.93371"
"59.70000","5.97018","25605.12500","10.43738","5.95061"
"59.80000","5.98024","25608.32227","10.45496","5.96733"
"59.90000","5.99024","25610.46484","10.47245","5.98449"
"60.00000","6.00019","25613.76758","10.48985","6.00155"
"60.10000","6.01020","25618.40039","10.50734","6.01795"
"60.20000","6.02018","25621.82617","10.52479","6.03549"
"60.30000","6.03016","25623.93555","10.54223","6.05236"
"60.40000","6.04021","25629.64648","10.55981","6.06928"
"60.50000","6.05024","25633.43945","10.57734","6.08705"
"60.60000","6.06017","25636.98633","10.59470","6.10403"
"60.70000","6.07015","25639.80469","10.61214","6.12124"
"60.80000","6.08017","25643.02148","10.62968","6.13868"
"60.90000","6.09015","25646.79102","10.64712","6.15596"
"61.00000","6.10013","25649.48828","10.66456","6.17361"
"61.10000","6.11024","25653.17969","10.68223","6.19040"
"61.20000","6.12024","25654.26562","10.69972","6.20726"
"61.30000","6.13017","25656.74805","10.71708","6.22425"
"61.40000","6.14015","25661.58203","10.73452","6.24189"
"61.50000","6.15020","25664.51172","10.75210","6.25881"
"61.60000","6.16023","25667.54297","10.76963","6.27567"
"61.70000","6.17021","25670.12891","10.78708","6.29315"
"61.80000","6.18019","25674.10742","10.80452","6.31026"
"61.90000","6.19014","25677.66992","10.82192","6.32747"
"62.00000","6.20012","25680.31641","10.83937","6.34472"
"62.10000","6.21020","25685.04297","10.85699","6.36241"
"62.20000","6.22020","25686.94141","10.87448","6.37953"
"62.30000","6.23018","25690.27539","10.89192","6.39700"
"62.40000","6.24018","25694.04492","10.90941","6.41428"
"62.50000","6.25021","25695.98633","10.92695","6.43136"
"62.60000","6.26019","25698.70703","10.94439","6.44874"
"62.70000","6.27017","25702.95312","10.96184","6.46693"
"62.80000","6.28022","25706.04883","10.97941","6.48408"
"62.90000","6.29020","25705.73047","10.99686","6.50145"
"63.00000","6.30013","25707.25000","11.01421","6.51858"
"63.10000","6.31013","25713.23242","11.03170","6.53613"
"63.20000","6.32019","25716.79883","11.04928","6.55361"
"63.30000","6.33022","25718.86719","11.06682","6.57111"
"63.40000","6.34020","25721.74609","11.08426","6.58851"
"63.50000","6.35023","25724.22852","11.10179","6.60606"
"63.60000","6.36020","25727.11914","11.11924","6.62358"
"63.70000","6.37018","25730.88672","11.13668","6.64081"
"63.80000","6.38024","25734.00391","11.15426","6.65821"
"63.90000","6.39024","25735.05859","11.17175","6.67577"
"64.00000","6.40017","25738.26367","11.18911","6.69352"
"64.10000","6.41015","25741.36523","11.20655","6.71076"
"64.20000","6.42020","25744.81445","11.22413","6.72825"
"64.30000","6.43018","25746.78711","11.24157","6.74534"
"64.40000","6.44016","25749.36523","11.25902","6.76323"
"64.50000","6.45021","25752.87891","11.27660","6.78090"
"64.60000","6.46019","25755.55469","11.29404","6.79790"
"64.70000","6.47012","25757.22070","11.31140","6.81574"
"64.80000","6.48015","25760.16211","11.32893","6.83337"
"64.90000","6.49020","25765.23047","11.34651","6.85134"
"65.00000","6.50018","25766.41406","11.36395","6.86892"
"65.10000","6.51019","25769.34766","11.38144","6.88685"
"65.20000","6.52021","25770.78320","11.39898","6.90499"
"65.30000","6.53014","25772.38477","11.41633","6.92249"
"65.40000","6.54015","25775.97461","11.43382","6.94035"
"65.50000","6.55025","25779.48242","11.45149","6.95835"
"65.60000","6.56025","25780.53711","11.46898","6.97658"
"65.70000","6.57021","25779.96289","11.48638","6.99416"
"65.80000","6.58021","25783.42578","11.50387","7.01184"
"65.90000","6.59022","25786.38281","11.52136","7.02895"
"66.00000","6.60019","25786.74609","11.53880","7.04655"
"66.10000","6.61020","25789.83008","11.55629","7.06475"
"66.20000","6.62023","25794.19336","11.57382","7.08217"
"66.30000","6.63018","25795.68359","11.59122","7.09978"
"66.40000","6.64011","25797.84180","11.60858","7.11763"
"66.50000","6.65016","25801.37500","11.62616","7.13562"
"66.60000","6.66019","25805.41406","11.64369","7.15329"
"66.70000","6.67014","25808.26562","11.66109","7.17136"
"66.80000","6.68017","25811.25195","11.67863","7.18954"
"66.90000","6.69020","25811.90430","11.69616","7.20753"
"67.00000","6.70016","25811.99414","11.71356","7.22545"
"67.10000","6.71008","25815.66211","11.73092","7.24346"
"67.20000","6.72019","25819.50391","11.74858","7.26131"
"67.30000","6.73024","25819.97852","11.76616","7.27961"
"67.40000","6.74020","25819.15820","11.78356","7.29807"
"67.50000","6.75017","25821.80273","11.80101","7.31596"
"67.60000","6.76020","25823.88477","11.81854","7.33349"
"67.70000","6.77018","25826.07617","11.83598","7.35155"
"67.80000","6.78021","25829.31836","11.85352","7.36948"
"67.90000","6.79027","25832.50977","11.87109","7.38790"
"68.00000","6.80022","25834.23633","11.88850","7.40577"
"68.10000","6.81015","25836.42383","11.90585","7.42350"
"68.20000","6.82018","25838.89648","11.92338","7.44194"
"68.30000","6.83020","25840.10352","11.94092","7.46023"
"68.40000","6.84016","25841.19141","11.95832","7.47848"
"68.50000","6.85016","25844.12695","11.97581","7.49670"
"68.60000","6.86019","25845.75781","11.99334","7.51456"
"68.70000","6.87014","25845.68945","12.01074","7.53307"
"68.80000","6.88012","25848.53711","12.02819","7.55150"
"68.90000","6.89018","25853.50195","12.04576","7.56965"
"69.00000","6.90021","25854.28906","12.06330","7.58805"
"69.10000","6.91021","25854.87109","12.08079","7.60631"
"69.20000","6.92024","25856.91602","12.09832","7.62470"
"69.30000","6.93019","25858.04102","12.11572","7.64295"
"69.40000","6.94012","25859.42188","12.13308","7.66087"
"69.50000","6.95017","25863.34961","12.15065","7.67935"
"69.60000","6.96025","25865.14062","12.16828","7.69799"
"69.70000","6.97016","25865.02148","12.18559","7.71628"
"69.80000","6.98011","25868.21289","12.20299","7.73479"
"69.90000","6.99016","25871.56055","12.22057","7.75344"
"70.00000","7.00019","25872.21484","12.23810","7.77213"
"70.10000","7.01020","25872.97266","12.25559","7.79042"
"70.20000","7.02020","25875.71484","12.27308","7.80928"
"70.30000","7.03023","25876.95703","12.29061","7.82782"
"70.40000","7.04018","25876.49219","12.30801","7.84637"
"70.50000","7.05016","25878.22461","12.32546","7.86499"
"70.60000","7.06022","25880.75391","12.34303","7.88351"
"70.70000","7.07022","25882.48047","12.36052","7.90194"
"70.80000","7.08017","25885.10547","12.37792","7.92063"
"70.90000","7.09018","25886.42188","12.39542","7.93911"
"71.00000","7.10013","25888.91016","12.41282","7.95795"
"71.10000","7.11013","25889.65039","12.43031","7.97697"
"71.20000","7.12016","25893.26562","12.44784","7.99583"
"71.30000","7.13024","25893.05859","12.46546","8.01489"
"71.40000","7.14022","25892.40625","12.48290","8.03360"
"71.50000","7.15015","25894.15039","12.50026","8.05227"
"71.60000","7.16018","25897.47266","12.51779","8.07119"
"71.70000","7.17023","25898.30078","12.53537","8.09015"
"71.80000","7.18021","25899.55078","12.55282","8.10962"
"71.90000","7.19019","25902.04688","12.57026","8.12822"
"72.00000","7.20022","25902.07812","12.58779","8.14793"
"72.10000","7.21017","25901.68359","12.60519","8.16642"
"72.20000","7.22015","25904.14062","12.62264","8.18568"
"72.30000","7.23023","25906.56836","12.64026","8.20476"
"72.40000","7.24018","25906.93164","12.65766","8.22388"
"72.50000","7.25014","25908.48438","12.67506","8.24284"
"72.60000","7.26017","25911.40820","12.69260","8.26160"
"72.70000","7.27017","25911.97266","12.71009","8.28100"
"72.80000","7.28012","25913.97852","12.72749","8.30010"
"72.90000","7.29015","25918.03125","12.74502","8.32005"
"73.00000","7.30021","25916.81836","12.76260","8.33938"
"73.10000","7.31021","25915.16992","12.78009","8.35885"
"73.20000","7.32014","25915.54297","12.79744","8.37845"
"73.30000","7.33019","25917.81250","12.81502","8.39786"
"73.40000","7.34025","25918.39062","12.83260","8.41698"
"73.50000","7.35025","25918.71094","12.85009","8.43627"
"73.60000","7.36023","25919.39648","12.86753","8.45568"
"73.70000","7.37023","25919.82812","12.88502","8.47476"
"73.80000","7.38019","25922.00391","12.90242","8.49380"
"73.90000","7.39016","25924.40039","12.91987","8.51327"
"74.00000","7.40024","25925.87500","12.93749","8.53247"
"74.10000","7.41022","25926.42969","12.95493","8.55219"
"74.20000","7.42015","25926.45508","12.97229","8.57216"
"74.30000","7.43015","25929.12891","12.98978","8.59169"
"74.40000","7.44018","25929.62109","13.00731","8.61119"
"74.50000","7.45014","25930.82422","13.02471","8.63076"
"74.60000","7.46014","25935.37305","13.04220","8.65147"
"74.70000","7.47022","25936.10938","13.05982","8.67166"
"74.80000","7.48020","25933.78711","13.07727","8.69121"
"74.90000","7.49015","25932.91797","13.09467","8.71126"
"75.00000","7.50013","25932.40820","13.11211","8.73087"
"75.10000","7.51018","25934.67188","13.12969","8.75096"
"75.20000","7.52019","25935.98047","13.14718","8.77106"
"75.30000","7.53022","25937.31055","13.16471","8.79083"
"75.40000","7.54025","25937.66211","13.18225","8.81040"
"75.50000","7.55017","25939.56055","13.19960","8.83062"
"75.60000","7.56018","25941.81250","13.21709","8.85069"
"75.70000","7.57026","25943.33594","13.23471","8.87067"
"75.80000","7.58024","25942.47852","13.25216","8.89139"
"75.90000","7.59016","25943.47070","13.26952","8.91165"
"76.00000","7.60019","25945.33594","13.28705","8.93138"
"76.10000","7.61022","25946.04492","13.30458","8.95249"
"76.20000","7.62018","25944.30078","13.32199","8.97300"
"76.30000","7.63018","25945.48242","13.33947","8.99327"
"76.40000","7.64023","25946.53320","13.35705","9.01336"
"76.50000","7.65019","25946.05469","13.37445","9.03397"
"76.60000","7.66014","25946.42383","13.39185","9.05432"
"76.70000","7.67017","25947.54688","13.40939","9.07432"
"76.80000","7.68020","25949.84375","13.42692","9.09543"
"76.90000","7.69015","25951.68359","13.44432","9.11593"
"77.00000","7.70021","25952.62891","13.46190","9.13683"
"77.10000","7.71026","25951.67383","13.47948","9.15740"
"77.20000","7.72016","25952.21680","13.49679","9.17820"
"77.30000","7.73012","25954.48438","13.51419","9.19901"
"77.40000","7.74022","25955.89844","13.53185","9.21995"
"77.50000","7.75022","25955.84375","13.54934","9.24154"
"77.60000","7.76015","25953.11133","13.56670","9.26262"
"77.70000","7.77011","25954.83398","13.58410","9.28317"
"77.80000","7.78016","25956.25000","13.60168","9.30413"
"77.90000","7.79016","25956.29688","13.61917","9.32522"
"78.00000","7.80019","25957.57031","13.63670","9.34677"
"78.10000","7.81025","25956.95312","13.65428","9.36811"
"78.20000","7.82020","25955.99023","13.67168","9.38902"
"78.30000","7.83015","25956.82812","13.68908","9.41073"
"78.40000","7.84021","25958.27539","13.70666","9.43162"
"78.50000","7.85021","25959.22852","13.72415","9.45313"
"78.60000","7.86016","25960.33203","13.74155","9.47466"
"78.70000","7.87019","25962.29102","13.75908","9.49639"
"78.80000","7.88020","25961.54883","13.77657","9.51777"
"78.90000","7.89010","25958.85742","13.79388","9.53965"
"79.00000","7.90010","25962.40625","13.81137","9.56135"
"79.10000","7.91021","25962.16406","13.82904","9.58281"
"79.20000","7.92021","25960.40039","13.84652","9.60468"
"79.30000","7.93017","25958.71680","13.86393","9.62645"
"79.40000","7.94019","25959.88867","13.88146","9.64805"
"79.50000","7.95022","25960.61523","13.89899","9.66994"
"79.60000","7.96018","25960.08398","13.91639","9.69146"
"79.70000","7.97021","25961.56836","13.93393","9.71333"
"79.80000","7.98026","25961.39648","13.95150","9.73574"
"79.90000","7.99016","25961.65625","13.96882","9.75796"
"80.00000","8.00014","25962.34180","13.98626","9.78033"
