General : Start date,"2/12/2018 8:52 AM"
General : End date,"2/12/2018 8:54 AM"
Test : Rate 1,"6.00000",mm/min
Specimen properties : Length,"57.20000",mm
Specimen properties : Thickness,"6.66000",mm
Specimen properties : Width,"12.94000",mm
Specimen properties : Area,"86.18040",mm^2

Time,Extension,Load,Tensile strain (Extension)
"59.40000","5.94340","28144.87500","10.39055"
"59.50000","5.95340","28147.17578","10.40804"
"59.60000","5.96338","28152.46289","10.42549"
"59.70000","5.97338","28158.06250","10.44298"
"59.80000","5.98341","28159.97266","10.46051"
"59.90000","5.99337","28160.70898","10.47791"
"60.00000","6.00334","28164.81250","10.49536"
"60.10000","6.01340","28169.09570","10.51294"
"60.20000","6.02343","28170.24805","10.53047"
"60.30000","6.03341","28171.72070","10.54791"
"60.40000","6.04343","28173.46680","10.56544"
"60.50000","6.05339","28176.58789","10.58285"
"60.60000","6.06334","28179.06445","10.60025"
"60.70000","6.07340","28183.84766","10.61782"
"60.80000","6.08348","28186.24023","10.63545"
"60.90000","6.09338","28185.91016","10.65276"
"61.00000","6.10328","28190.41016","10.67007"
"61.10000","6.11334","28196.23047","10.68765"
"61.20000","6.12339","28199.24023","10.70523"
"61.30000","6.13339","28202.45898","10.72272"
"61.40000","6.14342","28207.54883","10.74025"
"61.50000","6.15345","28209.65430","10.75778"
"61.60000","6.16343","28208.86914","10.77523"
"61.70000","6.17338","28210.80664","10.79263"
"61.80000","6.18344","28214.74023","10.81021"
"61.90000","6.19344","28216.10547","10.82769"
"62.00000","6.20339","28218.10938","10.84510"
"62.10000","6.21337","28220.14062","10.86254"
"62.20000","6.22338","28222.43359","10.88003"
"62.30000","6.23333","28226.53906","10.89743"
"62.40000","6.24336","28229.80078","10.91496"
"62.50000","6.25344","28232.39844","10.93259"
"62.60000","6.26342","28234.47266","10.95003"
"62.70000","6.27337","28238.22852","10.96743"
"62.80000","6.28342","28241.99414","10.98501"
"62.90000","6.29345","28243.27148","11.00254"
"63.00000","6.30343","28244.87305","11.01999"
"63.10000","6.31341","28248.23242","11.03743"
"63.20000","6.32341","28250.91406","11.05492"
"63.30000","6.33337","28252.21094","11.07232"
"63.40000","6.34337","28255.01562","11.08981"
"63.50000","6.35343","28257.49219","11.10739"
"63.60000","6.36340","28260.43750","11.12483"
"63.70000","6.37336","28262.27539","11.14223"
"63.80000","6.38339","28263.86133","11.15977"
"63.90000","6.39339","28266.12305","11.17726"
"64.00000","6.40334","28269.10352","11.19466"
"64.10000","6.41337","28275.30273","11.21219"
"64.20000","6.42343","28276.27734","11.22977"
"64.30000","6.43341","28277.22656","11.24721"
"64.40000","6.44333","28278.58594","11.26457"
"64.50000","6.45339","28281.81055","11.28215"
"64.60000","6.46342","28284.69922","11.29968"
"64.70000","6.47342","28286.72266","11.31717"
"64.80000","6.48345","28289.52734","11.33470"
"64.90000","6.49345","28291.93750","11.35219"
"65.00000","6.50341","28291.85156","11.36959"
"65.10000","6.51339","28293.38672","11.38704"
"65.20000","6.52344","28294.83203","11.40461"
"65.30000","6.53342","28297.72461","11.42206"
"65.40000","6.54335","28299.02148","11.43942"
"65.50000","6.55335","28302.86719","11.45691"
"65.60000","6.56340","28306.36719","11.47448"
"65.70000","6.57333","28308.45508","11.49184"
"65.80000","6.58336","28313.36328","11.50937"
"65.90000","6.59342","28316.44922","11.52695"
"66.00000","6.60342","28315.92773","11.54444"
"66.10000","6.61335","28316.66211","11.56180"
"66.20000","6.62335","28318.69922","11.57928"
"66.30000","6.63336","28321.34375","11.59677"
"66.40000","6.64338","28324.02539","11.61431"
"66.50000","6.65344","28325.67969","11.63188"
"66.60000","6.66344","28325.17969","11.64937"
"66.70000","6.67337","28327.03906","11.66673"
"66.80000","6.68337","28330.40430","11.68422"
"66.90000","6.69348","28332.58594","11.70189"
"67.00000","6.70348","28333.94336","11.71937"
"67.10000","6.71339","28337.40625","11.73669"
"67.20000","6.72339","28340.93555","11.75418"
"67.30000","6.73337","28341.86914","11.77162"
"67.40000","6.74337","28344.48828","11.78911"
"67.50000","6.75338","28346.71094","11.80660"
"67.60000","6.76340","28347.53711","11.82413"
"67.70000","6.77338","28349.67969","11.84158"
"67.80000","6.78334","28349.91211","11.85898"
"67.90000","6.79337","28352.14453","11.87651"
"68.00000","6.80339","28354.20898","11.89405"
"68.10000","6.81335","28356.40625","11.91145"
"68.20000","6.82340","28358.40234","11.92902"
"68.30000","6.83348","28359.26172","11.94664"
"68.40000","6.84338","28359.26367","11.96396"
"68.50000","6.85331","28362.41797","11.98132"
"68.60000","6.86342","28367.02539","11.99898"
"68.70000","6.87345","28367.77539","12.01651"
"68.80000","6.88337","28368.51172","12.03387"
"68.90000","6.89335","28371.85352","12.05132"
"69.00000","6.90338","28372.28516","12.06885"
"69.10000","6.91336","28374.10547","12.08629"
"69.20000","6.92339","28377.03320","12.10383"
"69.30000","6.93344","28379.13086","12.12140"
"69.40000","6.94340","28379.69336","12.13880"
"69.50000","6.95337","28380.55859","12.15625"
"69.60000","6.96343","28381.49023","12.17383"
"69.70000","6.97343","28382.04883","12.19132"
"69.80000","6.98339","28384.62500","12.20872"
"69.90000","6.99341","28387.27734","12.22625"
"70.00000","7.00342","28386.92383","12.24374"
"70.10000","7.01332","28388.30664","12.26105"
"70.20000","7.02327","28392.90234","12.27845"
"70.30000","7.03340","28396.96484","12.29616"
"70.40000","7.04341","28397.73242","12.31365"
"70.50000","7.05339","28398.21875","12.33110"
"70.60000","7.06342","28398.95508","12.34863"
"70.70000","7.07339","28399.58398","12.36607"
"70.80000","7.08337","28400.22656","12.38352"
"70.90000","7.09343","28403.05664","12.40110"
"71.00000","7.10346","28402.73633","12.41863"
"71.10000","7.11338","28403.35742","12.43599"
"71.20000","7.12334","28405.73438","12.45339"
"71.30000","7.13342","28407.50000","12.47101"
"71.40000","7.14342","28408.11328","12.48850"
"71.50000","7.15335","28410.58398","12.50586"
"71.60000","7.16338","28413.82031","12.52339"
"71.70000","7.17338","28416.55664","12.54088"
"71.80000","7.18336","28417.27148","12.55832"
"71.90000","7.19334","28419.63086","12.57577"
"72.00000","7.20339","28421.47070","12.59335"
"72.10000","7.21340","28421.46680","12.61083"
"72.20000","7.22338","28421.47852","12.62828"
"72.30000","7.23341","28422.40430","12.64581"
"72.40000","7.24338","28423.01758","12.66326"
"72.50000","7.25336","28424.88867","12.68070"
"72.60000","7.26342","28427.83008","12.69828"
"72.70000","7.27347","28427.42188","12.71586"
"72.80000","7.28340","28427.41016","12.73322"
"72.90000","7.29335","28429.68750","12.75062"
"73.00000","7.30341","28430.62891","12.76819"
"73.10000","7.31344","28430.95898","12.78573"
"73.20000","7.32339","28432.42578","12.80313"
"73.30000","7.33342","28436.51758","12.82066"
"73.40000","7.34342","28437.12305","12.83815"
"73.50000","7.35335","28437.22461","12.85551"
"73.60000","7.36333","28439.39648","12.87295"
"73.70000","7.37341","28440.73438","12.89057"
"73.80000","7.38341","28441.80859","12.90806"
"73.90000","7.39339","28441.50000","12.92551"
"74.00000","7.40342","28441.82812","12.94304"
"74.10000","7.41337","28441.35547","12.96044"
"74.20000","7.42333","28442.72461","12.97784"
"74.30000","7.43340","28446.41602","12.99546"
"74.40000","7.44346","28446.73047","13.01304"
"74.50000","7.45344","28445.00586","13.03048"
"74.60000","7.46337","28446.72852","13.04784"
"74.70000","7.47342","28448.98633","13.06542"
"74.80000","7.48342","28449.22461","13.08291"
"74.90000","7.49340","28450.87305","13.10035"
"75.00000","7.50343","28453.20117","13.11789"
"75.10000","7.51341","28453.76367","13.13533"
"75.20000","7.52336","28455.80273","13.15273"
"75.30000","7.53337","28456.56836","13.17022"
"75.40000","7.54342","28456.52148","13.18780"
"75.50000","7.55340","28458.08203","13.20524"
"75.60000","7.56340","28458.38281","13.22273"
"75.70000","7.57341","28457.96875","13.24022"
"75.80000","7.58341","28456.41406","13.25771"
"75.90000","7.59334","28458.58008","13.27507"
"76.00000","7.60339","28462.99414","13.29265"
"76.10000","7.61345","28463.76562","13.31022"
"76.20000","7.62345","28462.12891","13.32771"
"76.30000","7.63338","28462.89844","13.34507"
"76.40000","7.64338","28464.21875","13.36256"
"76.50000","7.65339","28465.25586","13.38005"
"76.60000","7.66339","28465.27148","13.39754"
"76.70000","7.67339","28466.59180","13.41502"
"76.80000","7.68335","28467.09180","13.43243"
"76.90000","7.69328","28467.77148","13.44978"
"77.00000","7.70333","28469.02344","13.46736"
"77.10000","7.71341","28469.44922","13.48498"
"77.20000","7.72344","28468.91211","13.50251"
"77.30000","7.73342","28470.63867","13.51996"
"77.40000","7.74345","28471.39453","13.53749"
"77.50000","7.75345","28469.25000","13.55498"
"77.60000","7.76340","28468.71094","13.57238"
"77.70000","7.77341","28472.00000","13.58987"
"77.80000","7.78344","28472.82617","13.60741"
"77.90000","7.79341","28473.20117","13.62485"
"78.00000","7.80332","28473.36328","13.64216"
"78.10000","7.81332","28475.99609","13.65965"
"78.20000","7.82338","28476.19141","13.67723"
"78.30000","7.83338","28475.71289","13.69472"
"78.40000","7.84341","28475.55273","13.71225"
"78.50000","7.85344","28473.50781","13.72978"
"78.60000","7.86339","28473.50586","13.74719"
"78.70000","7.87339","28475.42383","13.76467"
"78.80000","7.88347","28476.06250","13.78230"
"78.90000","7.89345","28475.54688","13.79974"
"79.00000","7.90338","28476.69336","13.81710"
"79.10000","7.91338","28478.94141","13.83459"
"79.20000","7.92339","28478.27148","13.85207"
"79.30000","7.93337","28478.13672","13.86952"
"79.40000","7.94337","28479.66602","13.88701"
"79.50000","7.95340","28480.58594","13.90454"
"79.60000","7.96338","28479.00391","13.92199"
"79.70000","7.97333","28479.63281","13.93939"
"79.80000","7.98338","28479.07031","13.95697"
"79.90000","7.99336","28478.83398","13.97441"
"80.00000","8.00337","28480.88672","13.99190"
"80.10000","8.01340","28480.74805","14.00943"
"80.20000","8.02340","28478.65430","14.02692"
"80.30000","8.03333","28478.04102","14.04428"
"80.40000","8.04333","28481.35547","14.06177"
"80.50000","8.05346","28481.76953","14.07948"
"80.60000","8.06347","28481.41406","14.09697"
"80.70000","8.07339","28479.76367","14.11432"
"80.80000","8.08340","28482.24609","14.13181"
"80.90000","8.09338","28480.65234","14.14926"
"81.00000","8.10335","28481.54297","14.16670"
"81.10000","8.11341","28481.77344","14.18428"
"81.20000","8.12344","28482.45508","14.20181"
"81.30000","8.13339","28480.55273","14.21922"
"81.40000","8.14334","28480.28906","14.23662"
"81.50000","8.15342","28479.58594","14.25424"
"81.60000","8.16340","28479.65039","14.27168"
"81.70000","8.17338","28481.60352","14.28913"
"81.80000","8.18341","28481.11914","14.30666"
"81.90000","8.19341","28480.21680","14.32415"
"82.00000","8.20334","28477.75000","14.34151"
"82.10000","8.21329","28479.11133","14.35891"
"82.20000","8.22340","28481.06641","14.37657"
"82.30000","8.23340","28480.53516","14.39406"
"82.40000","8.24338","28479.68555","14.41151"
"82.50000","8.25341","28480.93164","14.42904"
"82.60000","8.26341","28480.61328","14.44653"
"82.70000","8.27337","28480.96484","14.46393"
"82.80000","8.28342","28480.63477","14.48151"
"82.90000","8.29348","28479.28906","14.49909"
"83.00000","8.30340","28476.58398","14.51644"
"83.10000","8.31336","28475.78516","14.53384"
"83.20000","8.32339","28475.19531","14.55138"
"83.30000","8.33342","28473.67773","14.56891"
"83.40000","8.34337","28475.17188","14.58631"
"83.50000","8.35342","28476.75391","14.60389"
"83.60000","8.36343","28475.54688","14.62138"
"83.70000","8.37336","28473.29102","14.63873"
"83.80000","8.38336","28474.20312","14.65622"
"83.90000","8.39341","28474.80273","14.67380"
"84.00000","8.40339","28473.09961","14.69124"
"84.10000","8.41342","28473.28125","14.70878"
"84.20000","8.42345","28471.73438","14.72631"
"84.30000","8.43340","28469.19922","14.74371"
"84.40000","8.44333","28469.54492","14.76107"
"84.50000","8.45341","28470.29883","14.77869"
"84.60000","8.46349","28468.58594","14.79631"
"84.70000","8.47339","28466.10938","14.81362"
"84.80000","8.48335","28466.33203","14.83103"
"84.90000","8.49337","28466.05273","14.84856"
"85.00000","8.50340","28464.07617","14.86609"
"85.10000","8.51338","28463.90039","14.88354"
"85.20000","8.52344","28464.51367","14.90112"
"85.30000","8.53342","28463.02344","14.91856"
"85.40000","8.54337","28462.04102","14.93596"
"85.50000","8.55340","28461.37305","14.95349"
"85.60000","8.56343","28461.33984","14.97103"
"85.70000","8.57341","28459.07227","14.98847"
"85.80000","8.58338","28457.42383","15.00592"
"85.90000","8.59341","28455.57031","15.02345"
"86.00000","8.60337","28452.56250","15.04085"
"86.10000","8.61332","28452.05664","15.05825"
"86.20000","8.62337","28453.67578","15.07583"
"86.30000","8.63345","28451.16797","15.09345"
"86.40000","8.64341","28447.28516","15.11085"
"86.50000","8.65336","28447.44336","15.12825"
"86.60000","8.66341","28446.94922","15.14583"
"86.70000","8.67344","28444.54102","15.16336"
"86.80000","8.68342","28443.92969","15.18081"
"86.90000","8.69345","28443.64648","15.19834"
"87.00000","8.70340","28440.89062","15.21574"
"87.10000","8.71333","28438.20703","15.23310"
"87.20000","8.72339","28438.33203","15.25068"
"87.30000","8.73341","28437.16211","15.26821"
"87.40000","8.74339","28435.32227","15.28565"
"87.50000","8.75335","28433.90039","15.30305"
"87.60000","8.76340","28430.92969","15.32063"
"87.70000","8.77335","28425.22852","15.33803"
"87.80000","8.78331","28423.20508","15.35544"
"87.90000","8.79339","28423.80078","15.37305"
"88.00000","8.80344","28422.43555","15.39063"
"88.10000","8.81340","28419.63477","15.40803"
"88.20000","8.82335","28417.44336","15.42543"
"88.30000","8.83338","28417.10742","15.44297"
"88.40000","8.84341","28416.27930","15.46050"
"88.50000","8.85344","28412.54492","15.47803"
"88.60000","8.86347","28409.48438","15.49557"
"88.70000","8.87344","28406.63867","15.51301"
"88.80000","8.88337","28402.80273","15.53037"
"88.90000","8.89335","28401.73242","15.54781"
"89.00000","8.90343","28398.77539","15.56544"
"89.10000","8.91341","28395.92969","15.58288"
"89.20000","8.92339","28393.64062","15.60033"
"89.30000","8.93342","28390.35156","15.61786"
"89.40000","8.94342","28385.72656","15.63535"
"89.50000","8.95337","28381.14258","15.65275"
"89.60000","8.96340","28381.76172","15.67028"
"89.70000","8.97343","28379.70898","15.68782"
"89.80000","8.98338","28376.65430","15.70522"
"89.90000","8.99339","28374.86328","15.72271"
"90.00000","9.00337","28370.50586","15.74015"
"90.10000","9.01332","28366.93555","15.75755"
"90.20000","9.02335","28363.98828","15.77508"
"90.30000","9.03343","28360.50781","15.79271"
"90.40000","9.04343","28355.50000","15.81020"
"90.50000","9.05336","28351.48828","15.82755"
"90.60000","9.06339","28349.93945","15.84509"
"90.70000","9.07347","28346.35938","15.86271"
"90.80000","9.08347","28341.87109","15.88020"
"90.90000","9.09340","28337.19336","15.89755"
"91.00000","9.10340","28333.30078","15.91504"
"91.10000","9.11338","28329.00586","15.93249"
"91.20000","9.12336","28325.45703","15.94993"
"91.30000","9.13339","28324.13672","15.96747"
"91.40000","9.14344","28320.56641","15.98504"
"91.50000","9.15340","28314.93359","16.00244"
"91.60000","9.16338","28310.12695","16.01989"
"91.70000","9.17341","28305.94141","16.03742"
"91.80000","9.18336","28300.49414","16.05482"
"91.90000","9.19334","28297.12695","16.07227"
"92.00000","9.20344","28293.45703","16.08993"
"92.10000","9.21342","28286.87500","16.10738"
"92.20000","9.22335","28281.15820","16.12474"
"92.30000","9.23333","28277.34375","16.14218"
"92.40000","9.24343","28273.06445","16.15984"
"92.50000","9.25344","28267.01758","16.17733"
"92.60000","9.26339","28260.24023","16.19474"
"92.70000","9.27339","28256.00000","16.21222"
"92.80000","9.28337","28250.39648","16.22967"
"92.90000","9.29335","28245.49023","16.24711"
"93.00000","9.30340","28240.88086","16.26469"
"93.10000","9.31343","28235.09961","16.28222"
"93.20000","9.32339","28227.86328","16.29962"
"93.30000","9.33336","28221.03516","16.31707"
"93.40000","9.34342","28215.84570","16.33465"
"93.50000","9.35340","28209.57227","16.35209"
"93.60000","9.36338","28205.94531","16.36954"
"93.70000","9.37343","28199.64062","16.38712"
"93.80000","9.38341","28190.20703","16.40456"
"93.90000","9.39331","28182.39062","16.42187"
"94.00000","9.40332","28179.70898","16.43936"
"94.10000","9.41342","28173.99414","16.45703"
"94.20000","9.42342","28165.60938","16.47452"
"94.30000","9.43340","28158.88477","16.49196"
"94.40000","9.44341","28152.01367","16.50945"
"94.50000","9.45341","28143.96094","16.52694"
"94.60000","9.46339","28138.03516","16.54439"
"94.70000","9.47344","28131.45508","16.56196"
"94.80000","9.48347","28122.96094","16.57950"
"94.90000","9.49337","28114.90625","16.59681"
"95.00000","9.50335","28108.15625","16.61425"
"95.10000","9.51341","28098.87891","16.63183"
"95.20000","9.52341","28089.59570","16.64932"
"95.30000","9.53336","28082.64844","16.66672"
"95.40000","9.54339","28075.34570","16.68425"
"95.50000","9.55340","28066.23242","16.70174"
"95.60000","9.56332","28058.44922","16.71910"
"95.70000","9.57333","28052.69336","16.73659"
"95.80000","9.58341","28047.56250","16.75421"
"95.90000","9.59341","28037.74219","16.77170"
"96.00000","9.60339","28027.99414","16.78914"
"96.10000","9.61342","28016.47461","16.80668"
"96.20000","9.62337","28007.07227","16.82408"
"96.30000","9.63335","27999.84766","16.84152"
"96.40000","9.64343","27991.25586","16.85914"
"96.50000","9.65346","27980.28320","16.87668"
"96.60000","9.66341","27969.68555","16.89408"
"96.70000","9.67339","27963.10742","16.91152"
"96.80000","9.68342","27954.64453","16.92906"
"96.90000","9.69342","27941.80859","16.94655"
"97.00000","9.70340","27932.94141","16.96399"
"97.10000","9.71346","27925.07031","16.98157"
"97.20000","9.72341","27914.25000","16.99897"
"97.30000","9.73334","27904.48633","17.01633"
"97.40000","9.74334","27895.73633","17.03382"
"97.50000","9.75342","27886.82031","17.05144"
"97.60000","9.76338","27876.18359","17.06884"
"97.70000","9.77338","27866.12891","17.08633"
"97.80000","9.78341","27854.11133","17.10386"
"97.90000","9.79336","27842.33398","17.12126"
"98.00000","9.80329","27832.90234","17.13862"
"98.10000","9.81339","27824.54492","17.15628"
"98.20000","9.82347","27811.48828","17.17390"
"98.30000","9.83343","27798.00977","17.19131"
"98.40000","9.84338","27787.37305","17.20871"
"98.50000","9.85341","27777.40625","17.22624"
"98.60000","9.86341","27764.26172","17.24373"
"98.70000","9.87342","27753.52344","17.26122"
"98.80000","9.88347","27743.42969","17.27879"
"98.90000","9.89342","27731.55273","17.29620"
"99.00000","9.90335","27719.31250","17.31355"
"99.10000","9.91338","27709.53125","17.33109"
"99.20000","9.92344","27695.92383","17.34866"
"99.30000","9.93339","27683.85352","17.36606"
"99.40000","9.94337","27672.32422","17.38351"
"99.50000","9.95340","27658.31641","17.40104"
"99.60000","9.96338","27644.73828","17.41849"
"99.70000","9.97335","27633.27734","17.43593"
"99.80000","9.98341","27622.31445","17.45351"
"99.90000","9.99346","27608.30469","17.47109"
"100.00000","10.00344","27594.19727","17.48853"
"100.10000","10.01339","27581.68359","17.50593"
"100.20000","10.02337","27568.40039","17.52338"
"100.30000","10.03338","27556.89844","17.54087"
"100.40000","10.04338","27544.27148","17.55836"
"100.50000","10.05346","27530.76562","17.57598"
"100.60000","10.06339","27515.09570","17.59333"
"100.70000","10.07332","27501.20508","17.61069"
"100.80000","10.08334","27489.29297","17.62822"
"100.90000","10.09342","27474.36719","17.64585"
"101.00000","10.10340","27458.97852","17.66329"
"101.10000","10.11341","27445.88281","17.68078"
"101.20000","10.12344","27432.19141","17.69831"
"101.30000","10.13341","27415.77344","17.71576"
"101.40000","10.14339","27401.30078","17.73320"
"101.50000","10.15342","27389.31836","17.75074"
"101.60000","10.16345","27374.79297","17.76827"
"101.70000","10.17338","27357.12891","17.78563"
"101.80000","10.18336","27343.25586","17.80307"
"101.90000","10.19336","27329.54297","17.82056"
"102.00000","10.20334","27315.69336","17.83801"
"102.10000","10.21337","27301.26758","17.85554"
"102.20000","10.22345","27283.38867","17.87316"
"102.30000","10.23340","27265.26953","17.89056"
"102.40000","10.24335","27249.65430","17.90796"
"102.50000","10.25341","27236.90234","17.92554"
"102.60000","10.26346","27220.59180","17.94312"
"102.70000","10.27344","27202.90039","17.96056"
"102.80000","10.28339","27186.88477","17.97796"
"102.90000","10.29340","27170.73047","17.99545"
"103.00000","10.30338","27153.83789","18.01290"
"103.10000","10.31338","27137.86328","18.03039"
"103.20000","10.32343","27121.81445","18.04796"
"103.30000","10.33341","27105.75195","18.06541"
"103.40000","10.34334","27088.36523","18.08276"
"103.50000","10.35335","27071.59180","18.10025"
"103.60000","10.36337","27054.57422","18.11779"
"103.70000","10.37335","27036.97070","18.13523"
"103.80000","10.38336","27019.31250","18.15272"
"103.90000","10.39344","27000.84180","18.17034"
"104.00000","10.40341","26980.73633","18.18779"
"104.10000","10.41334","26963.26758","18.20515"
"104.20000","10.42337","26946.73828","18.22268"
"104.30000","10.43345","26930.09766","18.24030"
"104.40000","10.44348","26911.21484","18.25783"
"104.50000","10.45343","26891.28516","18.27523"
"104.60000","10.46344","26874.39648","18.29272"
"104.70000","10.47337","26855.13281","18.31008"
"104.80000","10.48334","26836.12500","18.32752"
"104.90000","10.49342","26818.67188","18.34515"
"105.00000","10.50343","26798.57617","18.36264"
"105.10000","10.51338","26779.00586","18.38004"
"105.20000","10.52336","26760.53320","18.39748"
"105.30000","10.53341","26741.07031","18.41506"
"105.40000","10.54339","26720.37109","18.43250"
"105.50000","10.55337","26703.30469","18.44995"
"105.60000","10.56343","26682.34180","18.46753"
"105.70000","10.57343","26660.22461","18.48502"
"105.80000","10.58333","26639.50586","18.50233"
"105.90000","10.59331","26621.62500","18.51977"
"106.00000","10.60336","26602.52148","18.53735"
"106.10000","10.61339","26581.97070","18.55488"
"106.20000","10.62342","26561.07031","18.57242"
"106.30000","10.63345","26538.32422","18.58995"
"106.40000","10.64340","26517.07812","18.60735"
"106.50000","10.65336","26496.41602","18.62475"
"106.60000","10.66341","26476.39258","18.64233"
"106.70000","10.67347","26453.68945","18.65990"
"106.80000","10.68340","26431.46289","18.67726"
"106.90000","10.69337","26410.80273","18.69471"
"107.00000","10.70343","26387.86523","18.71229"
"107.10000","10.71341","26365.33984","18.72973"
"107.20000","10.72338","26344.66016","18.74717"
"107.30000","10.73344","26323.36328","18.76475"
"107.40000","10.74342","26300.01562","18.78220"
"107.50000","10.75335","26274.86523","18.79956"
"107.60000","10.76337","26253.94531","18.81709"
"107.70000","10.77340","26232.33203","18.83462"
"107.80000","10.78338","26208.47461","18.85207"
"107.90000","10.79344","26185.00977","18.86964"
"108.00000","10.80346","26160.58594","18.88718"
"108.10000","10.81337","26134.72070","18.90449"
"108.20000","10.82330","26111.60547","18.92185"
"108.30000","10.83343","26088.55078","18.93956"
"108.40000","10.84348","26062.46094","18.95713"
"108.50000","10.85338","26035.73828","18.97445"
"108.60000","10.86336","26013.29102","18.99189"
"108.70000","10.87339","25988.86719","19.00942"
"108.80000","10.88337","25963.06836","19.02687"
"108.90000","10.89337","25938.69922","19.04436"
"109.00000","10.90345","25912.17969","19.06198"
"109.10000","10.91343","25885.22461","19.07942"
"109.20000","10.92338","25858.17578","19.09683"
"109.30000","10.93339","25833.69922","19.11431"
"109.40000","10.94344","25809.91016","19.13189"
"109.50000","10.95340","25783.13867","19.14929"
"109.60000","10.96340","25755.95117","19.16678"
"109.70000","10.97343","25727.72852","19.18432"
"109.80000","10.98333","25697.38086","19.20163"
"109.90000","10.99329","25672.25195","19.21903"
"110.00000","11.00339","25646.62305","19.23669"
"110.10000","11.01344","25615.84961","19.25427"
"110.20000","11.02340","25586.96484","19.27167"
"110.30000","11.03340","25559.20508","19.28916"
"110.40000","11.04343","25531.69336","19.30669"
"110.50000","11.05343","25500.51172","19.32418"
"110.60000","11.06344","25470.87891","19.34167"
"110.70000","11.07347","25442.27930","19.35921"
"110.80000","11.08342","25412.63086","19.37661"
"110.90000","11.09335","25382.61914","19.39396"
"111.00000","11.10340","25355.62891","19.41154"
"111.10000","11.11343","25324.42188","19.42907"
"111.20000","11.12336","25293.36133","19.44643"
"111.30000","11.13336","25260.89453","19.46392"
"111.40000","11.14339","25228.76172","19.48145"
"111.50000","11.15332","25194.88867","19.49881"
"111.60000","11.16332","25163.80469","19.51630"
"111.70000","11.17340","25133.89258","19.53392"
"111.80000","11.18341","25099.31250","19.55141"
"111.90000","11.19336","25064.84766","19.56881"
"112.00000","11.20336","25033.62891","19.58630"
"112.10000","11.21342","25002.02148","19.60388"
"112.20000","11.22342","24967.29297","19.62136"
"112.30000","11.23345","24932.62305","19.63890"
"112.40000","11.24351","24895.88281","19.65648"
"112.50000","11.25346","24860.51562","19.67388"
"112.60000","11.26336","24825.18359","19.69119"
"112.70000","11.27339","24789.78516","19.70872"
"112.80000","11.28342","24750.58398","19.72626"
"112.90000","11.29337","24710.96289","19.74366"
"113.00000","11.30340","24674.05664","19.76119"
"113.10000","11.31343","24634.32031","19.77873"
"113.20000","11.32341","24593.32422","19.79617"
"113.30000","11.33339","24553.94336","19.81361"
"113.40000","11.34342","24513.75781","19.83115"
"113.50000","11.35342","24468.25000","19.84864"
"113.60000","11.36337","24422.21484","19.86604"
"113.70000","11.37338","24378.40820","19.88353"
"113.80000","11.38336","24334.07812","19.90097"
"113.90000","11.39331","24288.07031","19.91837"
"114.00000","11.40336","24240.20117","19.93595"
"114.10000","11.41344","24188.24219","19.95357"
"114.20000","11.42342","24131.41211","19.97102"
"114.30000","11.43338","24064.76953","19.98842"
"114.40000","11.44338","23983.32422","20.00591"
"114.50000","11.45346","23845.94727","20.02353"
"114.50600","11.45406","23245.99219","20.02458"
"114.50800","11.45426","22536.25000","20.02494"
"114.51000","11.45449","21592.19141","20.02533"
"114.51200","11.45469","20501.29688","20.02569"
"114.51400","11.45489","19301.45508","20.02604"
"114.51600","11.45520","18010.35547","20.02657"
"114.51800","11.45542","16663.90234","20.02696"
"114.52000","11.45570","15300.35156","20.02745"
"114.52200","11.45595","13939.08594","20.02789"
