General : Start date,"2/12/2018 8:52 AM"
General : End date,"2/12/2018 8:54 AM"
Test : Rate 1,"6.00000",mm/min
Specimen properties : Length,"57.20000",mm
Specimen properties : Thickness,"6.66000",mm
Specimen properties : Width,"12.94000",mm
Specimen properties : Area,"86.18040",mm^2

Time,Extension,Load,Tensile strain (Extension)
"5.70000","0.57336","5689.71143","1.00239"
"5.80000","0.58342","5779.44531","1.01996"
"5.90000","0.59337","5868.93750","1.03736"
"6.00000","0.60335","5957.36816","1.05481"
"6.10000","0.61343","6043.49414","1.07243"
"6.20000","0.62341","6128.27295","1.08988"
"6.30000","0.63339","6215.23535","1.10732"
"6.40000","0.64344","6302.69434","1.12490"
"6.50000","0.65342","6387.27686","1.14234"
"6.60000","0.66335","6468.39941","1.15970"
"6.70000","0.67333","6551.77148","1.17714"
"6.80000","0.68341","6636.16211","1.19477"
"6.90000","0.69341","6717.01221","1.21225"
"7.00000","0.70336","6797.27344","1.22966"
"7.10000","0.71339","6877.88330","1.24719"
"7.20000","0.72340","6958.75049","1.26468"
"7.30000","0.73337","7039.43311","1.28212"
"7.40000","0.74340","7119.01123","1.29966"
"7.50000","0.75343","7198.52002","1.31719"
"7.60000","0.76339","7276.95459","1.33459"
"7.70000","0.77334","7358.12549","1.35199"
"7.80000","0.78339","7438.73877","1.36957"
"7.90000","0.79342","7516.64062","1.38710"
"8.00000","0.80335","7594.75684","1.40446"
"8.10000","0.81335","7677.53369","1.42195"
"8.20000","0.82338","7756.29053","1.43948"
"8.30000","0.83334","7835.48486","1.45688"
"8.40000","0.84332","7914.33008","1.47433"
"8.50000","0.85339","7995.35645","1.49195"
"8.60000","0.86340","8075.49707","1.50944"
"8.70000","0.87335","8153.22314","1.52684"
"8.80000","0.88338","8232.07422","1.54437"
"8.90000","0.89338","8311.12598","1.56186"
"9.00000","0.90336","8391.20508","1.57931"
"9.10000","0.91342","8471.70312","1.59688"
"9.20000","0.92347","8549.36426","1.61446"
"9.30000","0.93340","8628.74414","1.63182"
"9.40000","0.94338","8710.00098","1.64926"
"9.50000","0.95341","8791.64844","1.66680"
"9.60000","0.96341","8871.35645","1.68428"
"9.70000","0.97336","8952.05566","1.70169"
"9.80000","0.98339","9036.12207","1.71922"
"9.90000","0.99340","9118.94336","1.73671"
"10.00000","1.00332","9201.45996","1.75406"
"10.10000","1.01333","9286.60742","1.77155"
"10.20000","1.02338","9369.09277","1.78913"
"10.30000","1.03339","9453.81934","1.80662"
"10.40000","1.04337","9537.03027","1.82407"
"10.50000","1.05342","9620.28320","1.84164"
"10.60000","1.06337","9703.46191","1.85904"
"10.70000","1.07330","9789.78906","1.87640"
"10.80000","1.08336","9878.20898","1.89398"
"10.90000","1.09343","9964.38379","1.91160"
"11.00000","1.10341","10049.79102","1.92904"
"11.10000","1.11337","10138.19629","1.94644"
"11.20000","1.12342","10227.91309","1.96402"
"11.30000","1.13342","10317.28613","1.98151"
"11.40000","1.14340","10404.38379","1.99896"
"11.50000","1.15341","10493.29980","2.01645"
"11.60000","1.16339","10583.27246","2.03389"
"11.70000","1.17336","10673.77148","2.05134"
"11.80000","1.18334","10764.85352","2.06878"
"11.90000","1.19340","10855.99902","2.08636"
"12.00000","1.20340","10947.21973","2.10385"
"12.10000","1.21335","11037.95215","2.12125"
"12.20000","1.22338","11129.60547","2.13878"
"12.30000","1.23339","11219.01758","2.15627"
"12.40000","1.24331","11310.77734","2.17363"
"12.50000","1.25337","11405.61426","2.19120"
"12.60000","1.26345","11498.84863","2.20883"
"12.70000","1.27340","11589.51270","2.22623"
"12.80000","1.28338","11682.11816","2.24367"
"12.90000","1.29336","11776.07422","2.26112"
"13.00000","1.30339","11871.89648","2.27865"
"13.10000","1.31339","11966.08496","2.29614"
"13.20000","1.32342","12059.75195","2.31367"
"13.30000","1.33337","12154.26172","2.33107"
"13.40000","1.34330","12247.69238","2.34843"
"13.50000","1.35333","12344.86426","2.36596"
"13.60000","1.36339","12438.15527","2.38354"
"13.70000","1.37339","12532.77637","2.40103"
"13.80000","1.38337","12628.42969","2.41847"
"13.90000","1.39342","12726.56152","2.43605"
"14.00000","1.40340","12820.59668","2.45350"
"14.10000","1.41338","12916.33984","2.47094"
"14.20000","1.42341","13014.01367","2.48847"
"14.30000","1.43346","13110.97852","2.50605"
"14.40000","1.44339","13208.47168","2.52341"
"14.50000","1.45332","13304.99609","2.54077"
"14.60000","1.46335","13404.67285","2.55830"
"14.70000","1.47338","13503.73340","2.57583"
"14.80000","1.48338","13604.10742","2.59332"
"14.90000","1.49341","13701.50000","2.61085"
"15.00000","1.50341","13799.23242","2.62834"
"15.10000","1.51337","13897.87793","2.64574"
"15.20000","1.52340","13999.78711","2.66328"
"15.30000","1.53345","14099.81250","2.68086"
"15.40000","1.54343","14197.36426","2.69830"
"15.50000","1.55336","14296.77051","2.71566"
"15.60000","1.56338","14398.25293","2.73319"
"15.70000","1.57339","14498.48730","2.75068"
"15.80000","1.58337","14599.64941","2.76812"
"15.90000","1.59340","14700.78711","2.78566"
"16.00000","1.60343","14802.73730","2.80319"
"16.10000","1.61335","14903.44531","2.82055"
"16.20000","1.62333","15005.13574","2.83799"
"16.30000","1.63336","15107.59766","2.85553"
"16.40000","1.64336","15212.02051","2.87302"
"16.50000","1.65334","15316.13281","2.89046"
"16.60000","1.66340","15418.73047","2.90804"
"16.70000","1.67340","15520.22949","2.92553"
"16.80000","1.68333","15624.18066","2.94288"
"16.90000","1.69336","15729.72363","2.96042"
"17.00000","1.70344","15834.97363","2.97804"
"17.10000","1.71344","15937.98242","2.99553"
"17.20000","1.72339","16041.26562","3.01293"
"17.30000","1.73342","16147.62500","3.03046"
"17.40000","1.74340","16252.86230","3.04791"
"17.50000","1.75336","16358.08496","3.06531"
"17.60000","1.76341","16465.22656","3.08288"
"17.70000","1.77341","16570.28906","3.10037"
"17.80000","1.78334","16676.90820","3.11773"
"17.90000","1.79332","16782.30859","3.13518"
"18.00000","1.80337","16887.61133","3.15275"
"18.10000","1.81338","16993.26172","3.17024"
"18.20000","1.82336","17103.28906","3.18769"
"18.30000","1.83339","17210.25586","3.20522"
"18.40000","1.84341","17316.92773","3.22275"
"18.50000","1.85334","17422.46875","3.24011"
"18.60000","1.86330","17533.01562","3.25751"
"18.70000","1.87338","17642.39453","3.27513"
"18.80000","1.88340","17751.71094","3.29267"
"18.90000","1.89338","17860.97656","3.31011"
"19.00000","1.90341","17969.57031","3.32764"
"19.10000","1.91337","18080.23633","3.34505"
"19.20000","1.92334","18190.42188","3.36249"
"19.30000","1.93342","18302.74219","3.38011"
"19.40000","1.94345","18410.59375","3.39764"
"19.50000","1.95338","18520.42578","3.41500"
"19.60000","1.96333","18632.74805","3.43240"
"19.70000","1.97339","18743.84180","3.44998"
"19.80000","1.98339","18852.64453","3.46747"
"19.90000","1.99335","18963.41797","3.48487"
"20.00000","2.00340","19076.72070","3.50245"
"20.10000","2.01340","19188.92188","3.51994"
"20.20000","2.02333","19298.94922","3.53729"
"20.30000","2.03334","19413.69336","3.55478"
"20.40000","2.04341","19527.45117","3.57240"
"20.50000","2.05342","19641.67969","3.58989"
"20.60000","2.06342","19754.35352","3.60738"
"20.70000","2.07345","19865.62109","3.62491"
"20.80000","2.08338","19978.75586","3.64227"
"20.90000","2.09331","20092.64062","3.65963"
"21.00000","2.10339","20209.82422","3.67725"
"21.10000","2.11347","20323.20703","3.69487"
"21.20000","2.12334","20435.87695","3.71214"
"21.30000","2.13330","20551.20703","3.72954"
"21.40000","2.14335","20666.06055","3.74712"
"21.50000","2.15338","20780.24219","3.76465"
"21.60000","2.16338","20894.64453","3.78214"
"21.70000","2.17344","21011.97461","3.79972"
"21.80000","2.18344","21128.47852","3.81721"
"21.90000","2.19337","21243.98242","3.83456"
"22.00000","2.20337","21360.44141","3.85205"
"22.10000","2.21340","21477.91992","3.86959"
"22.20000","2.22338","21595.42969","3.88703"
"22.30000","2.23336","21713.08789","3.90448"
"22.40000","2.24339","21830.27539","3.92201"
"22.50000","2.25332","21944.58203","3.93937"
"22.60000","2.26332","22062.66602","3.95686"
"22.70000","2.27340","22181.26562","3.97448"
"22.80000","2.28345","22295.59180","3.99205"
"22.90000","2.29338","22410.39648","4.00941"
"23.00000","2.30336","22529.01172","4.02686"
"23.10000","2.31342","22645.91016","4.04443"
"23.20000","2.32342","22761.89453","4.06192"
"23.30000","2.33340","22877.74805","4.07937"
"23.40000","2.34343","22995.30078","4.09690"
"23.50000","2.35338","23111.18750","4.11430"
"23.60000","2.36331","23226.19922","4.13166"
"23.70000","2.37336","23342.18555","4.14924"
"23.80000","2.38342","23457.42383","4.16681"
"23.90000","2.39337","23571.30273","4.18421"
"24.00000","2.40335","23685.07617","4.20166"
"24.10000","2.41340","23797.13867","4.21924"
"24.20000","2.42338","23906.17969","4.23668"
"24.30000","2.43331","24013.95312","4.25404"
"24.40000","2.44336","24124.44141","4.27161"
"24.50000","2.45342","24231.23633","4.28919"
"24.60000","2.46337","24334.29492","4.30659"
"24.70000","2.47335","24437.23047","4.32404"
"24.80000","2.48338","24540.78711","4.34157"
"24.90000","2.49338","24639.62305","4.35906"
"25.00000","2.50339","24737.70703","4.37655"
"25.10000","2.51344","24831.26953","4.39413"
"25.20000","2.52339","24922.43750","4.41153"
"25.30000","2.53332","25012.66211","4.42888"
"25.40000","2.54338","25100.80078","4.44646"
"25.50000","2.55343","25184.35352","4.46404"
"25.60000","2.56343","25263.95703","4.48153"
"25.70000","2.57336","25342.43164","4.49889"
"25.80000","2.58339","25417.02734","4.51642"
"25.90000","2.59337","25488.78125","4.53386"
"26.00000","2.60335","25556.99609","4.55131"
"26.10000","2.61338","25626.79297","4.56884"
"26.20000","2.62343","25689.65625","4.58642"
"26.30000","2.63338","25750.22070","4.60382"
"26.40000","2.64336","25809.12695","4.62126"
"26.50000","2.65337","25866.10938","4.63875"
"26.60000","2.66332","25919.68750","4.65615"
"26.70000","2.67335","25971.73438","4.67369"
"26.80000","2.68343","26019.66602","4.69131"
"26.90000","2.69343","26064.18750","4.70880"
"27.00000","2.70336","26106.79297","4.72616"
"27.10000","2.71336","26150.05078","4.74364"
"27.20000","2.72344","26189.60742","4.76127"
"27.30000","2.73345","26225.85352","4.77875"
"27.40000","2.74338","26262.02148","4.79611"
"27.50000","2.75340","26295.83984","4.81364"
"27.60000","2.76338","26325.66602","4.83109"
"27.70000","2.77336","26355.74023","4.84854"
"27.80000","2.78339","26386.09375","4.86607"
"27.90000","2.79339","26413.03320","4.88356"
"28.00000","2.80340","26438.29297","4.90105"
"28.10000","2.81338","26463.86914","4.91849"
"28.20000","2.82341","26486.53320","4.93602"
"28.30000","2.83338","26508.23047","4.95347"
"28.40000","2.84336","26530.08008","4.97091"
"28.50000","2.85342","26550.43359","4.98849"
"28.60000","2.86345","26567.67578","5.00603"
"28.70000","2.87335","26584.86133","5.02334"
"28.80000","2.88333","26603.52539","5.04078"
"28.90000","2.89343","26621.06445","5.05845"
"29.00000","2.90346","26635.67578","5.07598"
"29.10000","2.91339","26649.41797","5.09334"
"29.20000","2.92339","26664.81641","5.11083"
"29.30000","2.93337","26678.51758","5.12827"
"29.40000","2.94335","26693.18359","5.14572"
"29.50000","2.95340","26705.23242","5.16330"
"29.60000","2.96343","26716.91797","5.18083"
"29.70000","2.97339","26728.32812","5.19823"
"29.80000","2.98339","26739.15039","5.21572"
"29.90000","2.99342","26750.48633","5.23325"
"30.00000","3.00342","26761.10547","5.25074"
"30.10000","3.01338","26772.18555","5.26814"
"30.20000","3.02343","26783.93750","5.28572"
"30.30000","3.03343","26791.25586","5.30321"
"30.40000","3.04334","26798.43555","5.32052"
"30.50000","3.05329","26811.00000","5.33792"
"30.60000","3.06340","26819.67578","5.35559"
"30.70000","3.07340","26826.99219","5.37308"
"30.80000","3.08340","26836.08008","5.39056"
"30.90000","3.09341","26843.57227","5.40805"
"31.00000","3.10339","26851.35938","5.42550"
"31.10000","3.11336","26858.97266","5.44294"
"31.20000","3.12344","26867.79883","5.46057"
"31.30000","3.13347","26872.67969","5.47810"
"31.40000","3.14338","26880.41016","5.49541"
"31.50000","3.15335","26887.83398","5.51286"
"31.60000","3.16338","26894.33789","5.53039"
"31.70000","3.17341","26901.01562","5.54792"
"31.80000","3.18334","26909.24023","5.56528"
"31.90000","3.19339","26915.82422","5.58286"
"32.00000","3.20340","26920.59375","5.60035"
"32.10000","3.21333","26926.00195","5.61770"
"32.20000","3.22336","26935.50000","5.63524"
"32.30000","3.23341","26942.63477","5.65281"
"32.40000","3.24341","26949.16211","5.67030"
"32.50000","3.25337","26954.09375","5.68770"
"32.60000","3.26342","26959.17188","5.70528"
"32.70000","3.27337","26965.07227","5.72268"
"32.80000","3.28335","26971.55273","5.74013"
"32.90000","3.29343","26978.09375","5.75775"
"33.00000","3.30349","26982.39648","5.77533"
"33.10000","3.31339","26986.27734","5.79264"
"33.20000","3.32337","26994.07422","5.81008"
"33.30000","3.33340","27001.32422","5.82762"
"33.40000","3.34340","27005.48828","5.84511"
"33.50000","3.35338","27011.91016","5.86255"
"33.60000","3.36346","27018.22266","5.88017"
"33.70000","3.37344","27021.75586","5.89762"
"33.80000","3.38336","27026.80469","5.91497"
"33.90000","3.39337","27034.04688","5.93246"
"34.00000","3.40340","27040.89648","5.95000"
"34.10000","3.41338","27046.20703","5.96744"
"34.20000","3.42338","27050.82031","5.98493"
"34.30000","3.43343","27056.09570","6.00251"
"34.40000","3.44336","27060.48438","6.01986"
"34.50000","3.45332","27066.10938","6.03727"
"34.60000","3.46340","27073.45703","6.05489"
"34.70000","3.47345","27076.39648","6.07246"
"34.80000","3.48340","27079.96680","6.08987"
"34.90000","3.49338","27086.72266","6.10731"
"35.00000","3.50341","27092.30273","6.12484"
"35.10000","3.51341","27095.90234","6.14233"
"35.20000","3.52342","27100.99609","6.15982"
"35.30000","3.53345","27107.33203","6.17735"
"35.40000","3.54340","27112.99609","6.19476"
"35.50000","3.55335","27118.97266","6.21216"
"35.60000","3.56338","27124.40430","6.22969"
"35.70000","3.57341","27129.97266","6.24722"
"35.80000","3.58339","27134.90039","6.26467"
"35.90000","3.59339","27140.44727","6.28216"
"36.00000","3.60342","27144.54883","6.29969"
"36.10000","3.61338","27148.05664","6.31709"
"36.20000","3.62333","27153.52734","6.33449"
"36.30000","3.63338","27161.54102","6.35207"
"36.40000","3.64341","27165.13477","6.36960"
"36.50000","3.65339","27168.44727","6.38705"
"36.60000","3.66337","27175.00977","6.40449"
"36.70000","3.67337","27180.24023","6.42198"
"36.80000","3.68338","27185.63281","6.43947"
"36.90000","3.69341","27190.67578","6.45700"
"37.00000","3.70349","27195.88672","6.47463"
"37.10000","3.71339","27200.20703","6.49194"
"37.20000","3.72334","27205.79883","6.50934"
"37.30000","3.73335","27211.90820","6.52683"
"37.40000","3.74343","27215.79883","6.54445"
"37.50000","3.75340","27219.80273","6.56189"
"37.60000","3.76338","27225.90820","6.57934"
"37.70000","3.77344","27232.00391","6.59692"
"37.80000","3.78342","27234.12500","6.61436"
"37.90000","3.79337","27238.20898","6.63176"
"38.00000","3.80342","27246.16797","6.64934"
"38.10000","3.81343","27251.88086","6.66683"
"38.20000","3.82338","27254.36719","6.68423"
"38.30000","3.83338","27260.49805","6.70172"
"38.40000","3.84336","27265.62695","6.71916"
"38.50000","3.85334","27270.95508","6.73661"
"38.60000","3.86337","27277.89062","6.75414"
"38.70000","3.87342","27282.14062","6.77172"
"38.80000","3.88343","27284.94141","6.78921"
"38.90000","3.89336","27290.33789","6.80657"
"39.00000","3.90341","27296.30859","6.82414"
"39.10000","3.91346","27301.34180","6.84172"
"39.20000","3.92344","27304.46484","6.85917"
"39.30000","3.93340","27311.60547","6.87657"
"39.40000","3.94340","27316.75000","6.89406"
"39.50000","3.95338","27318.62695","6.91150"
"39.60000","3.96338","27324.38477","6.92899"
"39.70000","3.97341","27329.59180","6.94652"
"39.80000","3.98339","27333.54883","6.96397"
"39.90000","3.99337","27339.66016","6.98141"
"40.00000","4.00335","27345.75195","6.99886"
"40.10000","4.01338","27349.93945","7.01639"
"40.20000","4.02335","27354.43945","7.03384"
"40.30000","4.03333","27361.83203","7.05128"
"40.40000","4.04341","27367.51758","7.06890"
"40.50000","4.05342","27370.85156","7.08639"
"40.60000","4.06334","27375.59375","7.10375"
"40.70000","4.07337","27381.75977","7.12128"
"40.80000","4.08345","27386.38867","7.13890"
"40.90000","4.09346","27388.50195","7.15639"
"41.00000","4.10343","27393.52344","7.17384"
"41.10000","4.11344","27399.92383","7.19133"
"41.20000","4.12342","27402.68359","7.20877"
"41.30000","4.13335","27407.50000","7.22613"
"41.40000","4.14342","27413.37500","7.24375"
"41.50000","4.15343","27418.00195","7.26124"
"41.60000","4.16338","27423.32227","7.27864"
"41.70000","4.17336","27429.64062","7.29608"
"41.80000","4.18339","27434.03711","7.31362"
"41.90000","4.19339","27438.52148","7.33111"
"42.00000","4.20337","27445.04492","7.34855"
"42.10000","4.21343","27450.37891","7.36613"
"42.20000","4.22340","27452.18945","7.38357"
"42.30000","4.23336","27456.65625","7.40098"
"42.40000","4.24334","27463.20312","7.41842"
"42.50000","4.25339","27466.73438","7.43600"
"42.60000","4.26342","27472.21680","7.45353"
"42.70000","4.27340","27477.62891","7.47098"
"42.80000","4.28343","27481.57617","7.48851"
"42.90000","4.29341","27486.09766","7.50595"
"43.00000","4.30333","27491.91211","7.52331"
"43.10000","4.31341","27497.86328","7.54093"
"43.20000","4.32347","27501.74414","7.55851"
"43.30000","4.33340","27505.02734","7.57587"
"43.40000","4.34337","27510.77344","7.59331"
"43.50000","4.35343","27515.51953","7.61089"
"43.60000","4.36341","27517.87891","7.62833"
"43.70000","4.37338","27524.27734","7.64578"
"43.80000","4.38341","27530.54492","7.66331"
"43.90000","4.39342","27533.08789","7.68080"
"44.00000","4.40335","27535.16797","7.69816"
"44.10000","4.41338","27541.62305","7.71569"
"44.20000","4.42338","27548.40820","7.73318"
"44.30000","4.43336","27553.26367","7.75063"
"44.40000","4.44341","27560.48828","7.76820"
"44.50000","4.45347","27564.32812","7.78578"
"44.60000","4.46337","27567.79883","7.80309"
"44.70000","4.47330","27572.64648","7.82045"
"44.80000","4.48340","27578.65820","7.83812"
"44.90000","4.49346","27580.84766","7.85569"
"45.00000","4.50336","27583.32422","7.87300"
"45.10000","4.51334","27589.58594","7.89045"
"45.20000","4.52339","27595.25195","7.90803"
"45.30000","4.53337","27600.32031","7.92547"
"45.40000","4.54340","27605.45312","7.94301"
"45.50000","4.55345","27609.25000","7.96058"
"45.60000","4.56343","27613.49414","7.97803"
"45.70000","4.57336","27617.39258","7.99538"
"45.80000","4.58339","27623.05664","8.01292"
"45.90000","4.59342","27627.73047","8.03045"
"46.00000","4.60340","27633.38477","8.04790"
"46.10000","4.61340","27639.37109","8.06539"
"46.20000","4.62343","27642.04492","8.08292"
"46.30000","4.63331","27645.83203","8.10019"
"46.40000","4.64329","27652.28711","8.11763"
"46.50000","4.65342","27658.16992","8.13534"
"46.60000","4.66344","27660.59375","8.15287"
"46.70000","4.67342","27661.81250","8.17032"
"46.80000","4.68340","27666.65430","8.18776"
"46.90000","4.69343","27671.72461","8.20530"
"47.00000","4.70341","27674.34766","8.22274"
"47.10000","4.71339","27680.38477","8.24019"
"47.20000","4.72344","27684.87109","8.25776"
"47.30000","4.73339","27688.55078","8.27517"
"47.40000","4.74332","27693.58984","8.29252"
"47.50000","4.75340","27700.29297","8.31014"
"47.60000","4.76343","27704.71875","8.32768"
"47.70000","4.77336","27709.17188","8.34503"
"47.80000","4.78336","27713.30469","8.36252"
"47.90000","4.79339","27718.34375","8.38006"
"48.00000","4.80337","27721.61719","8.39750"
"48.10000","4.81332","27726.51367","8.41490"
"48.20000","4.82340","27732.57227","8.43252"
"48.30000","4.83343","27735.19727","8.45006"
"48.40000","4.84339","27737.84180","8.46746"
"48.50000","4.85339","27741.21680","8.48495"
"48.60000","4.86339","27746.84766","8.50244"
"48.70000","4.87340","27752.24805","8.51993"
"48.80000","4.88343","27755.59766","8.53746"
"48.90000","4.89348","27760.21289","8.55504"
"49.00000","4.90341","27762.52344","8.57239"
"49.10000","4.91334","27768.07617","8.58975"
"49.20000","4.92339","27774.32227","8.60733"
"49.30000","4.93342","27777.94922","8.62486"
"49.40000","4.94340","27781.41797","8.64231"
"49.50000","4.95340","27787.26172","8.65979"
"49.60000","4.96343","27791.28320","8.67733"
"49.70000","4.97338","27793.35352","8.69473"
"49.80000","4.98336","27796.19727","8.71217"
"49.90000","4.99342","27802.31250","8.72975"
"50.00000","5.00342","27806.16016","8.74724"
"50.10000","5.01337","27809.98633","8.76464"
"50.20000","5.02338","27815.03711","8.78213"
"50.30000","5.03336","27819.58203","8.79958"
"50.40000","5.04334","27823.65625","8.81702"
"50.50000","5.05336","27830.25000","8.83455"
"50.60000","5.06344","27833.97070","8.85217"
"50.70000","5.07345","27835.35352","8.86966"
"50.80000","5.08338","27839.83008","8.88702"
"50.90000","5.09340","27846.66406","8.90455"
"51.00000","5.10343","27849.78125","8.92209"
"51.10000","5.11341","27852.59766","8.93953"
"51.20000","5.12339","27856.77539","8.95698"
"51.30000","5.13342","27860.44141","8.97451"
"51.40000","5.14340","27863.69336","8.99196"
"51.50000","5.15338","27866.64648","9.00940"
"51.60000","5.16343","27871.60547","9.02698"
"51.70000","5.17343","27877.39258","9.04447"
"51.80000","5.18339","27880.48438","9.06187"
"51.90000","5.19339","27883.70312","9.07936"
"52.00000","5.20340","27888.49805","9.09685"
"52.10000","5.21335","27893.91016","9.11425"
"52.20000","5.22333","27899.47461","9.13169"
"52.30000","5.23341","27901.43750","9.14931"
"52.40000","5.24344","27903.82422","9.16685"
"52.50000","5.25334","27907.20508","9.18416"
"52.60000","5.26334","27913.62500","9.20165"
"52.70000","5.27342","27917.74219","9.21927"
"52.80000","5.28345","27920.02344","9.23680"
"52.90000","5.29343","27923.52734","9.25425"
"53.00000","5.30341","27925.75000","9.27169"
"53.10000","5.31334","27927.53516","9.28905"
"53.20000","5.32334","27932.50977","9.30654"
"53.30000","5.33342","27936.44141","9.32416"
"53.40000","5.34342","27940.15625","9.34165"
"53.50000","5.35340","27945.06641","9.35909"
"53.60000","5.36341","27950.38281","9.37658"
"53.70000","5.37343","27952.84375","9.39412"
"53.80000","5.38339","27957.55469","9.41152"
"53.90000","5.39339","27962.23242","9.42901"
"54.00000","5.40345","27967.20898","9.44658"
"54.10000","5.41342","27967.07812","9.46403"
"54.20000","5.42330","27970.49805","9.48130"
"54.30000","5.43333","27975.10547","9.49883"
"54.40000","5.44339","27979.11133","9.51641"
"54.50000","5.45339","27982.74805","9.53390"
"54.60000","5.46342","27985.16797","9.55143"
"54.70000","5.47345","27987.84961","9.56896"
"54.80000","5.48340","27990.78906","9.58636"
"54.90000","5.49338","27996.38867","9.60381"
"55.00000","5.50346","28000.98047","9.62143"
"55.10000","5.51346","28004.07617","9.63892"
"55.20000","5.52337","28007.43945","9.65623"
"55.30000","5.53334","28012.21289","9.67368"
"55.40000","5.54340","28014.88281","9.69126"
"55.50000","5.55338","28017.49023","9.70870"
"55.60000","5.56338","28022.02344","9.72619"
"55.70000","5.57341","28026.93750","9.74372"
"55.80000","5.58339","28029.39648","9.76117"
"55.90000","5.59334","28031.89062","9.77857"
"56.00000","5.60337","28035.75781","9.79610"
"56.10000","5.61340","28039.59570","9.81363"
"56.20000","5.62338","28043.33008","9.83108"
"56.30000","5.63341","28047.49609","9.84861"
"56.40000","5.64341","28049.57422","9.86610"
"56.50000","5.65336","28052.91406","9.88350"
"56.60000","5.66334","28057.52539","9.90095"
"56.70000","5.67345","28062.15820","9.91861"
"56.80000","5.68348","28063.60742","9.93615"
"56.90000","5.69343","28065.18750","9.95355"
"57.00000","5.70341","28069.68750","9.97099"
"57.10000","5.71341","28072.60742","9.98848"
"57.20000","5.72339","28074.79492","10.00593"
"57.30000","5.73339","28078.37500","10.02342"
"57.40000","5.74342","28083.19922","10.04095"
"57.50000","5.75340","28084.93164","10.05839"
"57.60000","5.76333","28088.57617","10.07575"
"57.70000","5.77338","28091.78906","10.09333"
"57.80000","5.78341","28095.81250","10.11086"
"57.90000","5.79337","28099.34570","10.12826"
"58.00000","5.80340","28103.16992","10.14580"
"58.10000","5.81342","28107.13086","10.16333"
"58.20000","5.82333","28109.62109","10.18064"
"58.30000","5.83331","28114.92383","10.19809"
"58.40000","5.84339","28120.05664","10.21571"
"58.50000","5.85341","28120.26953","10.23324"
"58.60000","5.86339","28120.10938","10.25069"
"58.70000","5.87340","28122.47266","10.26818"
"58.80000","5.88340","28125.21094","10.28567"
"58.90000","5.89338","28126.79102","10.30311"
"59.00000","5.90341","28130.45703","10.32064"
"59.10000","5.91349","28135.00195","10.33826"
"59.20000","5.92341","28136.85742","10.35562"
"59.30000","5.93334","28141.30469","10.37298"
